,发卡行名称,长度,取值,卡种
2366,江苏邗江民泰村镇银行,19,621338001,借记卡
2367,浙江桐乡民泰村镇银行,19,621338007,借记卡
2368,浙江龙泉民泰村镇银行,19,621338003,借记卡
2369,福建漳平民泰村镇银行,19,621338002,借记卡
2370,广州白云民泰村镇银行,19,621338010,借记卡
2371,重庆九龙坡民泰村镇银行,19,621338006,借记卡
2372,重庆彭水民泰村镇银行,19,621338009,借记卡
2373,天津静海新华村镇银行,19,621353008,借记卡
2374,天津静海新华村镇银行,19,621353108,借记卡
2375,沧州盐山新华村镇银行,19,621353113,借记卡
2376,沧州海兴新华村镇银行,19,621353115,借记卡
2377,大厂回族自治县新华村镇银行,19,621353117,借记卡
2378,安徽当涂新华村镇银行,19,621353002,借记卡
2379,安徽当涂新华村镇银行,19,621353102,借记卡
2380,安徽和县新华村镇银行,19,621353005,借记卡
2381,安徽和县新华村镇银行,19,621353105,借记卡
2382,望江新华村镇银行,19,621353007,借记卡
2383,望江新华村镇银行,19,621353107,借记卡
2384,郎溪新华村镇银行,19,621353003,借记卡
2385,郎溪新华村镇银行,19,621353103,借记卡
2386,江西兴国新华村镇银行,19,621353006,借记卡
2387,江西兴国新华村镇银行,19,621353106,借记卡
2388,山东博兴新华村镇银行,19,621353109,借记卡
2389,广州番禹新华村镇银行,19,621353001,借记卡
2390,广州番禹新华村镇银行,19,621353101,借记卡
2391,佛山南海新华村镇银行,19,621353110,借记卡
2392,江门新会新华村镇银行,19,621353112,借记卡
2393,东莞常平新华村镇银行,19,621353111,借记卡
2394,兰州永登新华村镇银行,19,621353118,借记卡
2395,兰州皋兰新华村镇银行,19,621353119,借记卡
2396,兰州七里河新华村镇银行,19,621353120,借记卡
2397,睢宁中银富登村镇银行,19,621356032,借记卡
2398,苏州吴江中银富登村镇银行,19,621356034,借记卡
2399,响水中银富登村镇银行,19,621356040,借记卡
2400,宁波镇海中银富登村镇银行,19,621356014,借记卡
2401,象山中银富登村镇银行,19,621356038,借记卡
2402,宁海中银富登村镇银行,19,621356013,借记卡
2403,临泉中银富登村镇银行,19,621356055,借记卡
2404,太和中银富登村镇银行,19,621356046,借记卡
2405,阜南中银富登村镇银行,19,621356044,借记卡
2406,颍上中银富登村镇银行,19,621356030,借记卡
2407,界首中银富登村镇银行,19,621356026,借记卡
2408,来安中银富登村镇银行,19,621356016,借记卡
2409,全椒中银富登村镇银行,19,621356015,借记卡
2410,宜丰中银富登村镇银行,19,621356029,借记卡
2411,上饶中银富登村镇银行,19,621356047,借记卡
2412,泰和中银富登村镇银行,19,621356054,借记卡
2413,安福中银富登村镇银行,19,621356027,借记卡
2414,栖霞中银富登村镇银行,19,621356023,借记卡
2415,青州中银富登村镇银行,19,621356005,借记卡
2416,嘉祥中银富登村镇银行,19,621356018,借记卡
2417,汶上中银富登村镇银行,19,621356048,借记卡
2418,曲阜中银富登村镇银行,19,621356024,借记卡
2419,临邑中银富登村镇银行,19,621356006,借记卡
2420,沂水中银富登村镇银行,19,621356004,借记卡
2421,曹县中银富登村镇银行,19,621356003,借记卡
2422,单县中银富登村镇银行,19,621356017,借记卡
2423,巨野中银富登村镇银行,19,621356036,借记卡
2424,东明中银富登村镇银行,19,621356049,借记卡
2425,五莲中银富登村镇银行,19,621356025,借记卡
2426,杞县中银富登村镇银行,19,621356051,借记卡
2427,滑县中银富登村镇银行,19,621356020,借记卡
2428,临颍中银富登村镇银行,19,621356019,借记卡
2429,项城中银富登村镇银行,19,621356021,借记卡
2430,南漳中银富登村镇银行,19,621356050,借记卡
2431,谷城中银富登村镇银行,19,621356007,借记卡
2432,老河口中银富登村镇银行,19,621356009,借记卡
2433,枣阳中银富登村镇银行,19,621356008,借记卡
2434,京山中银富登村镇银行,19,621356002,借记卡
2435,沙洋中银富登村镇银行,19,621356045,借记卡
2436,武穴中银富登村镇银行,19,621356062,借记卡
2437,蕲春中银富登村镇银行,19,621356001,借记卡
2438,黄梅中银富登村镇银行,19,621356061,借记卡
2439,潜江中银富登村镇银行,19,621356010,借记卡
2440,松滋中银富登村镇银行,19,621356012,借记卡
2441,公安中银富登村镇银行,19,621356042,借记卡
2442,监利中银富登村镇银行,19,621356011,借记卡
2443,蓬溪中银富登村镇银行,19,621356033,借记卡
2444,岳池中银富登村镇银行,19,621356035,借记卡
2445,武胜中银富登村镇银行,19,621356053,借记卡
2446,邻水中银富登村镇银行,19,621356056,借记卡
2447,重庆长寿中银富登村镇银行,19,621356028,借记卡
2448,重庆合川中银富登村镇银行,19,621356037,借记卡
2449,万州中银富登村镇银行,19,621356052,借记卡
2450,重庆城口中银富登村镇银行,19,621356058,借记卡
2451,重庆奉节中银富登村镇银行,19,621356041,借记卡
2452,重庆巫山中银富登村镇银行,19,621356039,借记卡
2453,重庆石柱中银富登村镇银行,19,621356022,借记卡
2454,凤翔中银富登村镇银行,19,621356057,借记卡
2455,乾县中银富登村镇银行,19,621356031,借记卡
2456,蒲城中银富登村镇银行,19,621356043,借记卡
2457,北京顺义银座村镇银行,16,621347002,借记卡
2458,北京顺义银座村镇银行,19,621347102,借记卡
2459,浙江景宁银座村镇银行,16,621347008,借记卡
2460,浙江三门银座村镇银行,16,62515901,贷记卡
2461,浙江三门银座村镇银行,16,621347005,借记卡
2462,江西赣州银座村镇银行,16,621347003,借记卡
2463,江西赣州银座村镇银行,19,621347103,借记卡
2464,深圳福田银座村镇银行,16,621347001,借记卡
2465,深圳福田银座村镇银行,19,621347101,借记卡
2466,重庆渝北银座村镇银行,16,621347006,借记卡
2467,重庆渝北银座村镇银行,19,621347106,借记卡
2468,重庆黔江银座村镇银行,16,621347007,借记卡
2469,北京怀柔融兴村镇银行,19,621350010,借记卡
2470,北京怀柔融兴村镇银行,19,623589010,借记卡
2471,河间融惠村镇银行,19,623589020,借记卡
2472,河间融惠村镇银行,19,621350020,借记卡
2473,榆树融兴村镇银行,19,621350431,借记卡
2474,榆树融兴村镇银行,19,623589431,借记卡
2475,延寿融兴村镇银行,19,623589001,借记卡
2476,巴彦融兴村镇银行,19,623589451,借记卡
2477,巴彦融兴村镇银行,19,621350451,借记卡
2478,延寿融兴村镇银行,19,621350001,借记卡
2479,拜泉融兴村镇银行,19,621350013,借记卡
2480,拜泉融兴村镇银行,19,623589013,借记卡
2481,桦川融兴村镇银行,19,623589005,借记卡
2482,桦川融兴村镇银行,19,621350005,借记卡
2483,江苏如东融兴村镇银行,19,621350009,借记卡
2484,江苏如东融兴村镇银行,19,623589009,借记卡
2485,安义融兴村镇银行,19,621350003,借记卡
2486,安义融兴村镇银行,19,623589003,借记卡
2487,乐平融兴村镇银行,19,621350002,借记卡
2488,乐平融兴村镇银行,19,623589002,借记卡
2489,偃师融兴村镇银行,19,621350015,借记卡
2490,新安融兴村镇银行,19,621350004,借记卡
2491,新安融兴村镇银行,19,623589004,借记卡
2492,偃师融兴村镇银行,19,623589015,借记卡
2493,应城融兴村镇银行,19,621350006,借记卡
2494,应城融兴村镇银行,19,623589006,借记卡
2495,洪湖融兴村镇银行,19,621350011,借记卡
2496,洪湖融兴村镇银行,19,623589011,借记卡
2497,株洲县融兴村镇银行,19,621350016,借记卡
2498,株洲县融兴村镇银行,19,623589016,借记卡
2499,耒阳融兴村镇银行,19,621350007,借记卡
2500,耒阳融兴村镇银行,19,623589007,借记卡
2501,深圳宝安融兴村镇银行,19,621350755,借记卡
2502,深圳宝安融兴村镇银行,19,623589755,借记卡
2503,海南保亭融兴村镇银行,19,623589017,借记卡
2504,海南保亭融兴村镇银行,19,621350017,借记卡
2505,遂宁安居融兴村镇银行,19,621350014,借记卡
2506,遂宁安居融兴村镇银行,19,623589014,借记卡
2507,重庆沙坪坝融兴村镇银行,19,621350019,借记卡
2508,重庆市大渡口融兴村镇银行,19,623589012,借记卡
2509,重庆大渡口融兴村镇银行,19,621350012,借记卡
2510,重庆市武隆融兴村镇银行,19,621350008,借记卡
2511,重庆市武隆融兴村镇银行,19,623589008,借记卡
2512,重庆市酋阳融兴村镇银行,19,621350018,借记卡
2513,重庆市沙坪坝融兴村镇银行,19,623589019,借记卡
2514,重庆市酉阳融兴村镇银行,19,623589018,借记卡
2515,会宁会师村镇银行,19,621350943,借记卡
2516,会宁会师村镇银行,19,623589943,借记卡
2517,南阳村镇银行,18,621392,借记卡
2518,南阳村镇银行,18,621392887,借记卡
2519,宁晋民生村镇银行,16,621399017,借记卡
2520,梅河口民生村镇银行,16,621399008,借记卡
2521,上海松江民生村镇银行,16,621399001,借记卡
2522,嘉定民生村镇银行,16,621399012,借记卡
2523,太仓民生村镇银行,16,621399016,借记卡
2524,阜宁民生村镇银行,16,621399015,借记卡
2525,天台民生村镇银行,16,621399025,借记卡
2526,天长民生村镇银行,16,621399026,借记卡
2527,宁国民生村镇银行,16,621399023,借记卡
2528,池州贵池民生村镇银行,16,621399024,借记卡
2529,厦门翔安民生村镇银行,16,621399028,借记卡
2530,安溪民生村镇银行,16,621399002,借记卡
2531,漳浦民生村镇银行,16,621399018,借记卡
2532,蓬莱民生村镇银行,16,621399014,借记卡
2533,长垣民生村镇银行,16,621399010,借记卡
2534,江夏民生村镇银行,16,621399009,借记卡
2535,宜都民生村镇银行,19,621399011,借记卡
2536,宜都民生村镇银行,16,621399011,借记卡
2537,钟祥民生村镇银行,16,621399013,借记卡
2538,彭州民生村镇银行,16,621399003,借记卡
2539,资阳民生村镇银行,16,621399007,借记卡
2540,綦江民生村镇银行,16,621399005,借记卡
2541,潼南民生村镇银行,16,621399006,借记卡
2542,普洱民生村镇银行,16,621399021,借记卡
2543,景洪民生村镇银行,16,621399019,借记卡
2544,腾冲民生村镇银行,16,621399027,借记卡
2545,志丹民生村镇银行,16,621399020,借记卡
2546,榆林榆阳民生村镇银行,16,621399022,借记卡
2547,浙江萧山湖商村镇银行,19,621365006,借记卡
2548,浙江建德湖商村镇银行,19,621365001,借记卡
2549,浙江瑞安湖商村镇银行,19,621365012,借记卡
2550,浙江海盐湖商村镇银行,19,621365011,借记卡
2551,浙江德清湖商村镇银行,19,621365005,借记卡
2552,浙江临海湖商村镇银行,19,621365013,借记卡
2553,安徽肥东湖商村镇银行,19,621365014,借记卡
2554,安徽濉溪湖商卡村镇银行,19,621365007,借记卡
2555,安徽粤西湖商村镇银行,19,621365004,借记卡
2556,安徽宣州湖商村镇银行,19,621365009,借记卡
2557,安徽涡阳湖商村镇银行,19,621365008,借记卡
2558,安徽蒙城湖商村镇银行,19,621365003,借记卡
2559,安徽利辛湖商村镇银行,19,621365002,借记卡
2560,安徽谯城湖商村镇银行,19,621365010,借记卡
2561,福建连江恒欣村镇银行,19,621401001,借记卡
2562,福鼎恒兴村镇银行,19,62140101,借记卡
2563,福鼎恒兴村镇银行,19,621401002,借记卡
2564,古交市阜民村镇银行,19,623143005,借记卡
2565,吕梁孝义汇通村镇银行,19,623143003,借记卡
2566,晋中市榆次融信村镇银行,19,621481,借记卡
2567,晋中市左权华丰村镇银行,19,623143001,借记卡
2568,太谷县兴泰村镇银行,19,623143004,借记卡
2569,汾西县亿通村镇银行,19,623143002,借记卡
2570,梅县客家村镇银行,19,621393001,借记卡
2571,新疆库尔勒富民村镇银行,18,62139383,借记卡
2572,宝生村镇银行,19,621623001,借记卡
2573,江苏大丰江南村镇银行,19,621397001,借记卡
2574,江苏大丰江南村镇银行,19,621397101,借记卡
2575,江苏东台稠州村镇银行,19,621627008,借记卡
2576,浙江舟山普陀稠州村镇银行,19,621627005,借记卡
2577,浙江岱山稠州村镇银行,19,621627002,借记卡
2578,吉安稠州村镇银行,19,621627001,借记卡
2579,广州花都稠州村镇银行,19,621627007,借记卡
2580,龙泉驿稠州村镇银行,19,621627009,借记卡
2581,重庆北碚稠州村镇银行,19,621627003,借记卡
2582,忠县稠州村镇银行,19,621627006,借记卡
2583,云南安宁稠州村镇银行,19,621627010,借记卡
2584,象山国民村镇银行,19,621635101,借记卡
2585,宁波市鄞州国民村镇银行,19,621635114,借记卡
2586,南宁江南国民村镇银行,19,621635003,借记卡
2587,南宁江南国民村镇银行,19,621635103,借记卡
2588,广西上林国民村镇银行,19,621635124,借记卡
2589,桂林国民村镇银行,19,621635004,借记卡
2590,桂林国民村镇银行,19,621635104,借记卡
2591,银海国民村镇银行,19,621635112,借记卡
2592,合浦国民村镇银行,19,621635109,借记卡
2593,平果国民村镇银行,19,621635111,借记卡
2594,钦州市钦南国民村镇银行,19,621635013,借记卡
2595,钦州市钦南国民村镇银行,19,621635113,借记卡
2596,广西浦北国民村镇银行,19,621635119,借记卡
2597,防城港防城国民村镇银行,19,621635010,借记卡
2598,防城港防城国民村镇银行,19,621635110,借记卡
2599,东兴国民村镇银行,19,621635005,借记卡
2600,东兴国民村镇银行,19,621635105,借记卡
2601,邛崃国民村镇银行,19,621635007,借记卡
2602,邛崃国民村镇银行,19,621635107,借记卡
2603,绿洲国民村镇银行,19,621635118,借记卡
2604,克拉玛依金龙国民村镇银行,19,621635122,借记卡
2605,哈密红星国民村镇银行,19,621635115,借记卡
2606,昌吉国民村镇银行,19,621635108,借记卡
2607,博乐国民村镇银行,19,621635117,借记卡
2608,库车国民村镇银行,19,621635125,借记卡
2609,奎屯国民村镇银行,19,621635123,借记卡
2610,伊犁国民村镇银行,19,621635120,借记卡
2611,石河子国民村镇银行,19,621635106,借记卡
2612,五家渠国民村镇银行,19,621635102,借记卡
2613,北屯国民村镇银行,19,621635116,借记卡
2614,杭锦大众村镇银行,19,621650105,借记卡
2615,乌拉特前旗大众村镇银行,19,621650104,借记卡
2616,文昌国民村镇银行,19,621650002,借记卡
2617,文昌国民村镇银行,19,621650102,借记卡
2618,琼海国民村镇银行,19,621650001,借记卡
2619,琼海国民村镇银行,19,621650101,借记卡
2620,迁安襄隆村镇银行,19,621630002,借记卡
2621,沙河襄通村镇银行,19,621630003,借记卡
2622,清河金农村镇银行,19,621630001,借记卡
2623,北京门头沟珠江村镇银行,18,62163113,借记卡
2624,大连保税区珠江村镇银行,18,62163103,借记卡
2625,苏州吴中珠江村镇银行,18,62163122,借记卡
2626,启东珠江村镇银行,18,62163119,借记卡
2627,盱眙珠江村镇银行,18,62163120,借记卡
2628,吉安吉州珠江村镇银行,18,62163112,借记卡
2629,青岛城阳珠江村镇银行,18,62163117,借记卡
2630,福山珠江村镇银行,18,62163114,借记卡
2631,海阳珠江村镇银行,18,62163116,借记卡
2632,莱州珠江村镇银行,18,62163115,借记卡
2633,莱芜珠江村镇银行,18,62163104,借记卡
2634,安阳珠江村镇银行,18,62163118,借记卡
2635,辉县珠江村镇银行,18,62163108,借记卡
2636,信阳珠江村镇银行,18,62163107,借记卡
2637,常宁珠江村镇银行,18,62163121,借记卡
2638,深圳坪山珠江村镇银行,18,62163125,借记卡
2639,三水珠江村镇银行,18,621310,借记卡
2640,鹤山珠江村镇银行,18,62163101,借记卡
2641,兴宁珠江村镇银行,18,62163123,借记卡
2642,东莞黄江珠江村镇银行,18,62163126,借记卡
2643,中山东凤珠江村镇银行,18,62163102,借记卡
2644,新津珠江村镇银行,18,62163109,借记卡
2645,广汉珠江村镇银行,18,62163110,借记卡
2646,彭山珠江村镇银行,18,62163111,借记卡
2647,唐县汇泽村镇银行,19,621637009,借记卡
2648,古交汇泽村镇银行,19,621637008,借记卡
2649,兴县汇泽村镇银行,19,621637006,借记卡
2650,柳林汇泽村镇银行,19,621637007,借记卡
2651,正蓝旗汇泽村镇银行,19,621637005,借记卡
2652,兴和汇泽村镇银行,19,621637004,借记卡
2653,鄂尔多斯市康巴什村镇银行,19,621637001,借记卡
2654,罕台村镇银行,19,621637002,借记卡
2655,鄂托克旗汇泽村镇银行,19,621637003,借记卡
2656,鄂托克旗汇泽村镇银行,19,62163750,借记卡
2657,安徽肥西石银村镇银行,19,621653002,借记卡
2658,青岛莱西元泰村镇银行,19,621653003,借记卡
2659,重庆南川石银村镇银行,19,621653004,借记卡
2660,重庆江津石银村镇银行,19,621653005,借记卡
2661,银川掌政石银村镇银行,19,621653007,借记卡
2662,大武口石银村镇银行,19,621653006,借记卡
2663,吴忠市滨河村镇银行,19,621653001,借记卡
2664,广元贵商村镇银行,19,62308299,借记卡
2665,丰城顺银村镇银行,19,621628661,借记卡
2666,樟树顺银村镇银行,19,621628662,借记卡
2667,佛山高明顺银村镇银行,19,621628660,借记卡
2668,青岛胶南海汇村镇银行,16,621316001,借记卡
2669,惠州仲恺东盈村镇银行,19,62319801,借记卡
2670,东莞大朗东盈村镇银行,19,62319806,借记卡
2671,云浮新兴东盈民生村镇银行,19,62319802,借记卡
2672,贺州八步东盈村镇银行,19,62319803,借记卡
2673,宜兴阳羡村镇银行,16,621355052,借记卡
2674,宜兴阳羡村镇银行,16,621355002,借记卡
2675,昆山鹿城村镇银行,16,621355051,借记卡
2676,昆山鹿城村镇银行,16,621355001,借记卡
2677,南昌大丰村镇银行,19,621675001,借记卡
2678,襄垣县融汇村镇银行,19,62309702,借记卡
2679,长子县融汇村镇银行,19,62309701,借记卡
2680,天津武清村镇银行,19,621656002,借记卡
2681,五台莱商村镇银行,16,621656003,借记卡
2682,东营莱商村镇银行,16,621396,借记卡
2683,东营莱商村镇银行,19,62165666,借记卡
2684,河南方城凤裕村镇银行,19,621656001,借记卡
2685,沧县吉银村镇银行,19,621659002,借记卡
2686,永清吉银村镇银行,19,621659001,借记卡
2687,长春双阳吉银村镇银行,19,621659006,借记卡
2688,舒兰吉银村镇银行,19,621659009,借记卡
2689,双辽吉银村镇银行,19,621659008,借记卡
2690,东丰吉银村镇银行,19,621659010,借记卡
2691,珲春吉银村镇银行,19,621659003,借记卡
2692,江都吉银村镇银行,19,621398001,借记卡
2693,镇江润州长江村镇银行,19,621676014,借记卡
2694,湖北红安长江村镇银行股份有限公司,19,621676009,借记卡
2695,湖北英山长江村镇银行股份有限公司,19,621676010,借记卡
2696,湖北咸安长江村镇银行,19,621676001,借记卡
2697,湖北赤壁长江村镇银行,19,621676002,借记卡
2698,广州增城长江村镇银行,19,621676003,借记卡
2699,汕头龙湖长江村镇银行,19,621676006,借记卡
2700,茂名电白长江村镇银行,19,621676013,借记卡
2701,惠州博罗长江村镇银行,19,621676012,借记卡
2702,东莞虎门长江村镇银行,19,621676011,借记卡
2703,潮州潮安长江村镇银行,19,621676008,借记卡
2704,海南五指山长江村镇银行股份有限公司,19,621676005,借记卡
2705,海南澄迈长江村镇银行股份有限公司,19,621676004,借记卡
2706,昆明五华长江村镇银行,19,621676015,借记卡
2707,曲靖宣威长江村镇银行,19,621676019,借记卡
2708,曲靖会泽长江村镇银行,19,621676020,借记卡
2709,西双版纳勐海长江村镇银行,19,621676018,借记卡
2710,丽水永胜长江村镇银行,19,621676016,借记卡
2711,丽江玉龙长江村镇银行,19,621676017,借记卡
2712,浙江上虞富民村镇银行,19,621678105,借记卡
2713,浙江东阳富民村镇银行,19,621678103,借记卡
2714,浙江遂昌富民村镇银行,19,621678101,借记卡
2715,浙江遂昌富民村镇银行,19,621678601,借记卡
2716,浙江台州路桥富民村镇银行,19,621678106,借记卡
2717,浙江仙居富民村镇银行,19,621678107,借记卡
2718,萍乡安源富民村镇银行,19,621678001,借记卡
2719,江西上栗富民村镇银行,19,621678002,借记卡
2720,贵阳乌当富民村镇银行,19,621678208,借记卡
2721,贵阳乌当富民村镇银行,19,621678708,借记卡
2722,开阳富民村镇银行,19,621678213,借记卡
2723,贵阳观山湖富民村镇银行,19,621678207,借记卡
2724,贵阳云岩富民村镇银行,19,621678209,借记卡
2725,贵阳云岩富民村镇银行,19,621678709,借记卡
2726,贵阳南明富民村镇银行,19,621678211,借记卡
2727,遵义红花岗富民村镇银行,19,621678212,借记卡
2728,大方富民村镇银行,19,621678202,借记卡
2729,大方富民村镇银行,19,621678702,借记卡
2730,金沙富民村镇银行,19,621678201,借记卡
2731,金沙富民村镇银行,19,621678701,借记卡
2732,纳雍富民村镇银行,19,621678203,借记卡
2733,纳雍富民村镇银行,19,621678703,借记卡
2734,威宁富民村镇银行,19,621678205,借记卡
2735,威宁富民村镇银行,19,621678705,借记卡
2736,赫章富民村镇银行,19,621678206,借记卡
2737,赫章富民村镇银行,19,621678706,借记卡
2738,安顺西秀富民村镇银行,19,621678210,借记卡
2739,福泉富民村镇银行,19,621678215,借记卡
2740,张家港渝农商村镇银行,16,621680002,借记卡
2741,张家港渝农商村镇银行,16,621680102,借记卡
2742,福建平潭渝农商村镇银行,16,621680007,借记卡
2743,福建平潭渝农商村镇银行,16,621680107,借记卡
2744,福建沙县渝农商村镇银行,16,621680009,借记卡
2745,福建沙县渝农商村镇银行,16,621680109,借记卡
2746,福建福安渝农商村镇银行,16,621680010,借记卡
2747,福建福安渝农商村镇银行,16,621680110,借记卡
2748,广西鹿寨渝农商村镇银行,16,621680005,借记卡
2749,广西鹿寨渝农商村镇银行,16,621680105,借记卡
2750,大竹渝农商村镇银行,16,621680003,借记卡
2751,大竹渝农商村镇银行,16,621680103,借记卡
2752,云南大理渝农商村镇银行,16,621680004,借记卡
2753,云南大理渝农商村镇银行,16,621680104,借记卡
2754,云南祥云渝农商村镇银行,16,621680006,借记卡
2755,云南祥云渝农商村镇银行,16,621680106,借记卡
2756,云南鹤庆渝农商村镇银行,16,621680008,借记卡
2757,云南鹤庆渝农商村镇银行,16,621680108,借记卡
2758,云南香格里拉渝农商村镇银行,16,621680011,借记卡
2759,云南香格里拉渝农商村镇银行,16,621680111,借记卡
2760,沈阳于洪永安村镇银行,18,621681001,借记卡
2761,阜新农商村镇银行,19,621681005,借记卡
2762,辽宁彰武金通村镇银行股份有限公司,18,621681002,借记卡
2763,铁岭农商村镇银行,18,621681003,借记卡
2764,北京房山沪农商村镇银行,19,621682002,借记卡
2765,北京房山沪农商村镇银行,19,621682801,借记卡
2766,上海崇明沪农商村镇银行,19,621682839,借记卡
2767,济南长清沪农商村镇银行,19,621682101,借记卡
2768,济南长清沪农商村镇银行,19,621682803,借记卡
2769,济南槐荫沪农商村镇银行,19,621682102,借记卡
2770,济南槐荫沪农商村镇银行,19,621682805,借记卡
2771,泰安沪农商村镇银行,19,621682106,借记卡
2772,泰安沪农商村镇银行,19,621682808,借记卡
2773,宁阳沪农商村镇银行,19,621682103,借记卡
2774,宁阳沪农商村镇银行,19,621682806,借记卡
2775,东平沪农商村镇银行,19,621682105,借记卡
2776,东平沪农商村镇银行,19,621682807,借记卡
2777,聊城沪农商村镇银行,19,621682110,借记卡
2778,聊城沪农商村镇银行,19,621682812,借记卡
2779,临清沪农商村镇银行,19,621682111,借记卡
2780,临清沪农商村镇银行,19,621682813,借记卡
2781,阳谷沪农商村镇银行,19,621682109,借记卡
2782,阳谷沪农商村镇银行,19,621682811,借记卡
2783,茌平沪农商村镇银行,19,621682108,借记卡
2784,茌平沪农商村镇银行,19,621682810,借记卡
2785,日照沪农商村镇银行,19,621682107,借记卡
2786,日照沪农商村镇银行,19,621682809,借记卡
2787,长沙星沙沪农商村镇银行,19,621682202,借记卡
2788,长沙星沙沪农商村镇银行,19,621682816,借记卡
2789,宁乡沪农商行村镇银行,19,621682201,借记卡
2790,宁乡沪农商行村镇银行,19,621682815,借记卡
2791,醴陵沪农商村镇银行,19,621682203,借记卡
2792,醴陵沪农商村镇银行,19,621682817,借记卡
2793,衡阳沪农商村镇银行,19,621682205,借记卡
2794,衡阳沪农商村镇银行,19,621682818,借记卡
2795,澧县沪农商村镇银行,19,621682209,借记卡
2796,澧县沪农商村镇银行,19,621682822,借记卡
2797,临澧沪农商村镇银行,19,621682208,借记卡
2798,临澧沪农商村镇银行,19,621682821,借记卡
2799,石门沪农商村镇银行,19,621682210,借记卡
2800,石门沪农商村镇银行,19,621682823,借记卡
2801,慈利沪农商村镇银行,19,621682213,借记卡
2802,慈利沪农商村镇银行,19,621682827,借记卡
2803,涟源沪农商村镇银行,19,621682211,借记卡
2804,涟源沪农商村镇银行,19,621682825,借记卡
2805,双峰沪农商村镇银行,19,621682212,借记卡
2806,双峰沪农商村镇银行,19,621682826,借记卡
2807,桂阳沪农商村镇银行,19,621682207,借记卡
2808,桂阳沪农商村镇银行,19,621682820,借记卡
2809,永兴沪农商村镇银行,19,621682206,借记卡
2810,永兴沪农商村镇银行,19,621682819,借记卡
2811,深圳光明沪农商村镇银行,19,621682003,借记卡
2812,深圳光明沪农商村镇银行,19,621682802,借记卡
2813,阿拉沪农商村镇银行,19,621682301,借记卡
2814,阿拉沪农商村镇银行,19,621682828,借记卡
2815,嵩明沪农商村镇银行,19,621682302,借记卡
2816,嵩明沪农商村镇银行,19,621682829,借记卡
2817,个旧沪农商村镇银行,19,621682305,借记卡
2818,个旧沪农商村镇银行,19,621682831,借记卡
2819,开远沪农商村镇银行,19,621682307,借记卡
2820,开远沪农商村镇银行,19,621682833,借记卡
2821,蒙自沪农商村镇银行,19,621682306,借记卡
2822,蒙自沪农商村镇银行,19,621682832,借记卡
2823,建水沪农商村镇银行,19,621682309,借记卡
2824,建水沪农商村镇银行,19,621682836,借记卡
2825,弥勒沪农商村镇银行,19,621682308,借记卡
2826,弥勒沪农商村镇银行,19,621682835,借记卡
2827,保山隆阳沪农商村镇银行,19,621682310,借记卡
2828,保山隆阳沪农商村镇银行,19,621682837,借记卡
2829,瑞丽沪农商村镇银行,19,621682303,借记卡
2830,瑞丽沪农商村镇银行,19,621682830,借记卡
2831,临沧临翔沪农商村镇银行,19,621682311,借记卡
2832,临沧临翔沪农商村镇银行,19,621682838,借记卡
2833,广东澄海潮商村镇银行,19,621685701,借记卡
2834,广东普宁汇成村镇银行,19,621685702,借记卡
2835,宝丰豫丰村镇银行,18,621687913,借记卡
2836,灵宝融丰村镇银行,19,621687001,借记卡
2837,丹东鼎元村镇银行,19,62169301,借记卡
2838,丹东鼎安村镇银行,19,62169302,借记卡
2839,丹东福汇村镇银行,19,62169303,借记卡
2840,中牟郑银村镇银行,19,62169502,借记卡
2841,新密郑银村镇银行,19,62169501,借记卡
2842,鄢陵郑银村镇银行,19,62169503,借记卡
2843,扶沟郑银村镇银行,19,62169504,借记卡
2844,安徽五河永泰村镇银行,19,62352801,借记卡
2845,天津华明村镇银行,18,621697813,借记卡
2846,天津宁河村镇银行,18,62169757,借记卡
2847,任丘村镇银行,18,621697793,借记卡
2848,芜湖泰寿村镇银行,18,621697873,借记卡
2849,山东兰陵村镇银行股份有限公司,18,62169716,借记卡
2850,尉氏合益村镇银行,18,62311703,借记卡
2851,开封新东方村镇银行,19,62311702,借记卡
2852,长葛轩辕村镇银行,18,62311701,借记卡
2853,海南儋州绿色村镇银行,19,62312201,借记卡
2854,楚雄兴彝村镇银行,19,62317502,借记卡
2855,玉溪红塔区兴和村镇银行,19,62317501,借记卡
2856,从化柳银村镇银行,18,621689007,借记卡
2857,柳江柳银村镇银行,18,621689001,借记卡
2858,融水柳银村镇银行,18,621689002,借记卡
2859,北流柳银村镇银行,18,621689004,借记卡
2860,陆川柳银村镇银行,18,621689005,借记卡
2861,博白柳银村镇银行,18,621689006,借记卡
2862,兴业柳银村镇银行,18,621689003,借记卡
2863,遂平恒生村镇银行,19,621380001,借记卡
2864,浙江兰溪越商村镇银行,18,621387973,借记卡
2865,淮安光大村镇银行,18,621381002,借记卡
2866,韶山光大村镇银行,19,621381001,借记卡
2867,北京昌平兆丰村镇银行,19,621382019,借记卡
2868,天津津南村镇银行,19,621382018,借记卡
2869,清徐惠民村镇银行,19,621382020,借记卡
2870,固阳包商惠农村镇银行,19,621382001,借记卡
2871,宁城包商村镇银行,19,621382002,借记卡
2872,莫力达瓦包商村镇银行,19,621382006,借记卡
2873,鄂温克旗包商村镇银行,19,621382005,借记卡
2874,科尔沁包商村镇银行,19,621382010,借记卡
2875,西乌珠穆沁包商惠丰村镇银行,19,621382009,借记卡
2876,集宁包商村镇银行,19,621382007,借记卡
